id_pair,curated_smiles_molecule_a,curated_smiles_molecule_b,image_a_file,image_b_file,frac_similar
108,Cc1ccc(Oc2ccc(Nc3cncc(N)n3)cc2)cc1,CN(c1ccc(Cl)cc1)c1ccc(Nc2nccc(N)n2)cc1,image_molecule_108a.png,image_molecule_108b.png,0.727272727272727
109,Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,Cc1nn(C)cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,image_molecule_109a.png,image_molecule_109b.png,0.857142857142857
110,C[C@H](N)CN1CCc2ccc(Cl)cc21,CN(C)CCc1c[nH]c2sccc12,image_molecule_110a.png,image_molecule_110b.png,0.095238095238095
111,CCc1cc2c(ccc3cnn(C[C@H](C)N)c32)o1,C[C@H](N)Cn1ccc2cc(Cl)c3ncccc3c21,image_molecule_111a.png,image_molecule_111b.png,0.5
112,O=C1c2c(ccc(Cl)c2Cl)[C@@H]2CNCCN12,c1cc2c3c(c1)[C@@H]1CNCC[C@@H]1N3CCCS2,image_molecule_112a.png,image_molecule_112b.png,0.157894736842105
113,COc1ccc(N2Cc3c(c4ccc(Cl)cc4n3C)C2=O)cc1OCCN1CCC(C)CC1,COc1ccc(N2CCN(c3ccc(C)c(C(F)(F)F)c3)C2=O)cc1OCCN1CCOCC1,image_molecule_113a.png,image_molecule_113b.png,0.454545454545455
114,COc1ccc(N2CC=C(c3cccc(F)c3)C2=O)cc1OCCN1CCCCC1,COc1ccc(C2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCCCC1,image_molecule_114a.png,image_molecule_114b.png,0.65
115,O=S(=O)(c1ccc(Cl)cc1)C1CCN(CCc2ccc(F)cc2F)CC1,O=S(=O)(c1ccccc1)c1ccc(/C=C/c2ccc(F)cc2F)nc1,image_molecule_115a.png,image_molecule_115b.png,0.411764705882353
116,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CN(C)CCC=C1c2ccccc2COc2ccccc21,image_molecule_116a.png,image_molecule_116b.png,0.3
117,CCc1cnc2c(N3CC[C@@H](NC)C3)nc(N)nc2c1,Nc1nc(N2CCNCC2)c2ccc(C3CCCC3)cc2n1,image_molecule_117a.png,image_molecule_117b.png,0.448275862068966
118,Cc1cscc1-c1cccnc1,CSCc1ccc(-c2cccnc2)o1,image_molecule_118a.png,image_molecule_118b.png,0.266666666666667
119,COc1cccc2[nH]cc(C3CC3N)c12,CC(N)Cc1c[nH]c2ccc3c(c12)CCCO3,image_molecule_119a.png,image_molecule_119b.png,0.48
120,CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5)CC3)cccc2n1,image_molecule_120a.png,image_molecule_120b.png,0.785714285714286
121,CC(N)Cc1c2ccoc2c(Br)c2ccoc12,C[C@H](N)Cn1ccc2ccc3ccncc3c21,image_molecule_121a.png,image_molecule_121b.png,0.368421052631579
122,N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,O=S(=O)(c1ccc(F)cc1)c1ccc(CCc2ccc(F)cc2)cn1,image_molecule_122a.png,image_molecule_122b.png,0.55
123,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)CC3)cccc2n1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N(C)C)ncn4-5)CC3)cccc2n1,image_molecule_123a.png,image_molecule_123b.png,0.461538461538462
124,CC(=O)SCc1ccc(-c2cccnc2)o1,CN(C)Cc1ccc(-c2cccnc2)s1,image_molecule_124a.png,image_molecule_124b.png,0.375
125,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(C(F)(F)F)cc3)c3ccccc3)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C(F)(F)F)cc3)CC2)cc1,image_molecule_125a.png,image_molecule_125b.png,0.75
126,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccccc3)c3ccccc3)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C)cc3)CC2)cc1,image_molecule_126a.png,image_molecule_126b.png,0.655172413793103
127,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C(F)(F)F)cc3)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccccc3)c3ccccc3)CC2)cc1,image_molecule_127a.png,image_molecule_127b.png,0.68421052631579
128,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(C(F)(F)F)cc3)c3ccccc3)CC2)cc1,COc1ccc(CNC(=O)C(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3ccc(OC)cc3)CC2)cc1,image_molecule_128a.png,image_molecule_128b.png,0.478260869565217
129,O=C(NCC(c1ccccc1)N1CCN(CC(O)COc2ccc(Cl)cc2)CC1)c1ccc(C(F)(F)F)cc1,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C(F)(F)F)cc3)CC2)cc1,image_molecule_129a.png,image_molecule_129b.png,0.5
130,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(OC)cc3)c3ccccc3)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C)cc3)CC2)cc1,image_molecule_130a.png,image_molecule_130b.png,0.761904761904762
131,O=C(NCC(c1ccccc1)N1CCN(CC(O)COc2ccc(Cl)cc2)CC1)c1ccc(C(F)(F)F)cc1,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C)cc3)CC2)cc1,image_molecule_131a.png,image_molecule_131b.png,0.380952380952381
132,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(F)cc3)c3ccccc3)CC2)cc1,image_molecule_132a.png,image_molecule_132b.png,0.642857142857143
133,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(OC)cc3)c3ccccc3)CC2)cc1,COc1ccc(CNC(=O)C(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,image_molecule_133a.png,image_molecule_133b.png,0.6
134,COc1ccc(CNC(=O)C(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3ccc(OC)cc3)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccccc3OC)c3ccccc3)CC2)cc1,image_molecule_134a.png,image_molecule_134b.png,0.592592592592593
135,Cc1cccc(C)c1OCC(O)CN1CCN(C(C(=O)NCc2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccccc3)c3ccccc3)CC2)cc1,image_molecule_135a.png,image_molecule_135b.png,0.647058823529412
136,Cc1ccc(C(C(=O)NCc2ccccc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccccc3)c3ccccc3)CC2)cc1,image_molecule_136a.png,image_molecule_136b.png,0.666666666666667
137,O=S(=O)(NCC1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1)c1ccccc1,O=C(O)C1CC2(c3ccc(F)cc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1,image_molecule_137a.png,image_molecule_137b.png,0.588235294117647
138,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(OC)cc3)c3ccccc3)CC2)cc1,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,image_molecule_138a.png,image_molecule_138b.png,0.705882352941176
139,CCCSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccc(-c3ccncc3)c1)CC2,image_molecule_139a.png,image_molecule_139b.png,0.5625
140,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(C(=O)NCC(c2ccccc2)N2CCN(CC(O)COc3ccc(Cl)cc3)CC2)cc1,image_molecule_140a.png,image_molecule_140b.png,0.590909090909091
141,COc1ccc(CNC(=O)C(c2ccc(C)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(F)cc3)c3ccccc3)CC2)cc1,image_molecule_141a.png,image_molecule_141b.png,0.545454545454545
142,COc1ccc(CNC(=O)C(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3ccc(OC)cc3)CC2)cc1,COc1ccccc1C(=O)NCC(c1ccccc1)N1CCN(CC(O)COc2ccc(Cl)cc2)CC1,image_molecule_142a.png,image_molecule_142b.png,0.368421052631579
143,Cc1ccc(C(C(=O)NCc2ccccc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccccc1C(=O)NCC(c1ccccc1)N1CCN(CC(O)COc2ccc(Cl)cc2)CC1,image_molecule_143a.png,image_molecule_143b.png,0.571428571428571
144,Cc1ccc(C(C(=O)NCc2ccccc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(C(=O)NCC(c2ccccc2)N2CCN(CC(O)COc3ccc(Cl)cc3)CC2)cc1,image_molecule_144a.png,image_molecule_144b.png,0.476190476190476
145,COc1ccc(CNC(=O)C(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccccc1C(=O)NCC(c1ccccc1)N1CCN(CC(O)COc2ccc(Cl)cc2)CC1,image_molecule_145a.png,image_molecule_145b.png,0.521739130434783
146,Cc1ncccc1Oc1ccc(NC(=O)N2CCc3cc(Br)c(C(F)(F)F)cc32)cn1,CC(C)Oc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2,image_molecule_146a.png,image_molecule_146b.png,0.473684210526316
147,COc1ccc(CNC(=O)C(c2ccc(C)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccccc1C(=O)NCC(c1ccccc1)N1CCN(CC(O)COc2ccc(Cl)cc2)CC1,image_molecule_147a.png,image_molecule_147b.png,0.5
148,OC(COc1ccccc1)CN1CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(C(F)(F)F)cc3)c3ccccc3)CC2)cc1,image_molecule_148a.png,image_molecule_148b.png,0.4
149,Fc1ccc2c([C@@H]3CNCC[C@H]3F)c(-c3ccc4ccccc4c3)[nH]c2c1,c1ccc(-c2[nH]c3ccccc3c2C2CC3CCC(C2)N3)cc1,image_molecule_149a.png,image_molecule_149b.png,0.285714285714286
150,COc1ccc(N2CC=C(c3ccc(F)cc3)C2=O)cc1OCCN1CCCCC1,COc1ccc(N2CC=C(c3ccc(F)cc3)C2=O)cc1OCCN1CCC(C)CC1,image_molecule_150a.png,image_molecule_150b.png,0.956521739130435
151,CC(C)[C@@H](CN1CCC(c2cccc(O)c2)CC1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,image_molecule_151a.png,image_molecule_151b.png,0.8125
152,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(CNC(=O)C(c2ccc(OC)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,image_molecule_152a.png,image_molecule_152b.png,0.863636363636364
153,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC(C)(C)C(=O)O)c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC2(C(=O)O)CCCC2)c1,image_molecule_153a.png,image_molecule_153b.png,0.92
154,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccc(OC)cc3)c3ccccc3)CC2)cc1,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccc(OC)cc3)c3ccc(F)cc3)CC2)cc1,image_molecule_154a.png,image_molecule_154b.png,0.904761904761905
155,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccccc3)c3ccc(F)cc3)CC2)cc1,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccccc3)c3ccccc3)CC2)cc1,image_molecule_155a.png,image_molecule_155b.png,1.0
156,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(F)c2)c2cccc(F)c12)C1CC1,image_molecule_156a.png,image_molecule_156b.png,0.72
157,COc1ccc(CNC(=O)C(c2ccc(OC)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(CNC(=O)C(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,image_molecule_157a.png,image_molecule_157b.png,0.714285714285714
158,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccccc3OC)c3ccccc3)CC2)cc1,COc1ccccc1C(=O)NCC(c1ccccc1)N1CCN(CC(O)COc2ccc(Cl)cc2)CC1,image_molecule_158a.png,image_molecule_158b.png,0.758620689655172
159,Cc1ccc(C(C(=O)NCc2ccccc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,Cc1cccc(C)c1OCC(O)CN1CCN(C(C(=O)NCc2ccccc2)c2ccc(F)cc2)CC1,image_molecule_159a.png,image_molecule_159b.png,0.904761904761905
160,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccc(Cl)cc3)c3ccc(F)cc3)CC2)cc1,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccc(OC)cc3)c3ccc(F)cc3)CC2)cc1,image_molecule_160a.png,image_molecule_160b.png,1.0
161,CNC1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CN(C1CCCCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,image_molecule_161a.png,image_molecule_161b.png,0.857142857142857
162,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2n1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5CC(F)F)CC3)cccc2n1,image_molecule_162a.png,image_molecule_162b.png,0.6875
163,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccccc3)c3ccc(F)cc3)CC2)cc1,COc1ccc(OCC(O)CN2CCC(N(C(=O)c3ccc(Cl)cc3)c3ccccc3)CC2)cc1,image_molecule_163a.png,image_molecule_163b.png,0.625
164,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3ccc(OC)cc3)CC2)cc1,image_molecule_164a.png,image_molecule_164b.png,0.88
165,CN(C1CCCCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CN(c1ncccn1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,image_molecule_165a.png,image_molecule_165b.png,0.625
166,CC(=O)SCc1ccc(-c2cccnc2)o1,c1cncc(-c2ccc(C3SCCS3)o2)c1,image_molecule_166a.png,image_molecule_166b.png,0.619047619047619
167,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,Cc1ccc(C(C(=O)NCc2ccccc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,image_molecule_167a.png,image_molecule_167b.png,0.888888888888889
168,Cc1cccc(C)c1OCC(O)CN1CCN(C(C(=O)NCc2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,COc1ccc(CNC(=O)C(c2ccc(F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,image_molecule_168a.png,image_molecule_168b.png,0.764705882352941
169,CC(C(=O)NC1(c2ccccc2)CCC(N2CCC3(CCCO3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(C(=O)NC1(c2ccccc2)CCC(N2CCC(O)(Cc3ccccc3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,image_molecule_169a.png,image_molecule_169b.png,0.75
170,CN(C1CCCCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CN(Cc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,image_molecule_170a.png,image_molecule_170b.png,0.789473684210526
171,COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C(F)(F)F)cc3)CC2)cc1,COc1ccc(CNC(=O)C(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3c(C)cccc3C)CC2)cc1,image_molecule_171a.png,image_molecule_171b.png,0.833333333333333
172,COc1ccc(OC)c(S(=O)(=O)NCC(c2ccccc2)N2CCN(CC(O)COc3ccc(Br)cc3)CC2)c1,Cc1cccc(S(=O)(=O)NCC(c2ccc(C(F)(F)F)cc2)N2CCN(CC(O)COc3ccc(Br)cc3)CC2)c1,image_molecule_172a.png,image_molecule_172b.png,0.736842105263158
173,Cc1cc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)no1,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,image_molecule_173a.png,image_molecule_173b.png,0.814814814814815
174,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3c(F)cccc3F)c1)CC2,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(C)c(-c3cnccc3C)c1)CC2,image_molecule_174a.png,image_molecule_174b.png,0.833333333333333
175,Clc1cccc(N2CCNCC2)c1,COc1cc(OC)c(C(=O)CCCCN2CCC3(CC2)NC(=O)NC3=O)cc1NS(=O)(=O)c1ccc(C(C)C)cc1,image_molecule_175a.png,image_molecule_175b.png,0.0
176,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,CC(C)c1cccc(C(C)C)c1O,image_molecule_176a.png,image_molecule_176b.png,0.035714285714286
177,COC(=O)NCCc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,O=S(=O)(c1ccccc1)c1ccc(/C=C/c2ccc(F)cc2F)cc1,image_molecule_177a.png,image_molecule_177b.png,0.25
178,Cc1nccc2c1[nH]c1ccccc12,C=CCOCC(O)CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,image_molecule_178a.png,image_molecule_178b.png,0.047619047619048
179,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1C,CN(C)CCOC(c1ccccc1)c1ccccc1,image_molecule_179a.png,image_molecule_179b.png,0.111111111111111
180,C[C@H]1SC(c2ccccc2O)=N[C@@H]1CO,Cc1cccc(NC2=NC(N)=NC3(CCCCC3)N2)c1,image_molecule_180a.png,image_molecule_180b.png,0.0
181,Fc1cccc2c1nc(OCC1CCN(CCCC(F)(F)F)CC1)c1cccnc12,Cc1ccc2c(c1)N1CCNCC1NC2=O,image_molecule_181a.png,image_molecule_181b.png,0.1875
182,Cc1ccc2c(OCCN3CCN(Cc4cccc5cccnc45)CC3)cccc2n1,CN(C)[C@H]1Cc2ccccc2[C@H](c2cccc(-c3ccccc3)c2)C1,image_molecule_182a.png,image_molecule_182b.png,0.0625
183,NC(N)=NC(=O)c1ccc2c(c1)C(O)c1c(Cl)cccc1-2,N=C1NC(=O)/C(=C\c2c[nH]c3ccccc23)N1,image_molecule_183a.png,image_molecule_183b.png,0.16
184,Cc1cccc(C)c1OCC(O)CN1CCN(C(C(=O)NCc2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,CN(C)Cc1ccc(-c2cccnc2)s1,image_molecule_184a.png,image_molecule_184b.png,0.0
185,OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1ccccc1F,NC(N)=NC(=O)c1ccc2c(c1)C(N)c1ccccc1-2,image_molecule_185a.png,image_molecule_185b.png,0.0
186,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,image_molecule_186a.png,image_molecule_186b.png,0.0
187,C=CC1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,OC(COc1ccccc1)CN1CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,image_molecule_187a.png,image_molecule_187b.png,0.172413793103448
188,NC(N)=NC(=O)c1ccc2c(c1)C(O)c1cccc(Cl)c1-2,CCc1cc2c(c(C(F)(F)F)c1)C(=O)N[C@H]1CNC[C@H]21,image_molecule_188a.png,image_molecule_188b.png,0.166666666666667
189,CCOC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,C[C@@H]1SC(c2ccc(-c3ccccc3)cc2)=N[C@H]1Cc1c[nH]cn1,image_molecule_189a.png,image_molecule_189b.png,0.076923076923077
190,OC(COc1ccccc1)CN1CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,image_molecule_190a.png,image_molecule_190b.png,0.230769230769231
191,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(-c3cccnc3)nc1)CC2,NC(N)=NC(=O)c1ccc2c(c1)-c1ccccc1C2O,image_molecule_191a.png,image_molecule_191b.png,0.055555555555556
192,CC(C)c1ccc(S(=O)(=O)c2n[nH]c3ccc(NC4CCNCC4)cc23)cc1,O=C1c2ccc(C(F)(F)F)cc2C[C@@H]2CNCCN12,image_molecule_192a.png,image_molecule_192b.png,0.0
193,C[C@@H](NC(=O)Nc1cccc(-c2nnnn2C)c1)[C@@H](O)CN1CCC[C@@H](Cc2ccc(F)cc2)C1,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccc(C(F)(F)F)cc3)c3ccccc3)CC2)cc1,image_molecule_193a.png,image_molecule_193b.png,0.111111111111111
194,CC(C(=O)N[C@]1(c2ccccc2)CC[C@@H](N2CCC(c3ccc(F)cc3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CN(C)CCC1=C(Cc2cnccn2)c2ccc(Cl)cc2C1,image_molecule_194a.png,image_molecule_194b.png,0.0
195,OCC1CC2(c3ccccc3)NC1CCC2NCc1cc(OC(F)(F)F)ccc1OC1CC1,C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4cc(Cl)nc(Cl)c4)n3)ccc2c1,image_molecule_195a.png,image_molecule_195b.png,0.04
196,Cc1ccc2c(c1C)N1[C@H](CNC[C@H]1C)C2,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cncc(-c3ccc(F)cc3)c1)CC2,image_molecule_196a.png,image_molecule_196b.png,0.0
197,COc1ccc(N2Cc3c(c4cc(Cl)c(Cl)cc4n3C)C2=O)cc1OCCN1CCCCC1,O=C1NC2CCNCCN2c2ccccc21,image_molecule_197a.png,image_molecule_197b.png,0.166666666666667
198,Cc1nc2ccccn2c1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,CN(C)CCCn1nc(C2=C(c3cn(-c4ccc5ccccc5c4)c4ccccc34)C(=O)NC2=O)c2ccccc21,image_molecule_198a.png,image_molecule_198b.png,0.125
199,CC1(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCN([C@]2(c3ccccc3)CC[C@@H](N3CCN(c4ccccc4Cl)C(=O)C3)CC2)C1=O,O=C(NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21)c1ccc(F)cc1,image_molecule_199a.png,image_molecule_199b.png,0.058823529411765
